"filename", "language", "TypeScript", "JSON", "JavaScript", "Markdown", "YAML", "Log", "Shell Script", "JSON with Comments", "MS SQL", "Ignore", "TypeScript JSX", "PostCSS", "Skill", "Python", "Docker", "HTML", "comment", "blank", "total"
"d:\Websites\nextblock-sandbox\apps\nextblock\app\(auth-pages)\post-sign-in\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 5, 28
"d:\Websites\nextblock-sandbox\apps\nextblock\app\(auth-pages)\sign-in\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 10, 96
"d:\Websites\nextblock-sandbox\apps\nextblock\app\(auth-pages)\sign-up\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 12, 129
"d:\Websites\nextblock-sandbox\apps\nextblock\app\(auth-pages)\two-factor\actions.ts", "TypeScript", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 92
"d:\Websites\nextblock-sandbox\apps\nextblock\app\(auth-pages)\two-factor\components\TwoFactorForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 1, 11, 119
"d:\Websites\nextblock-sandbox\apps\nextblock\app\(auth-pages)\two-factor\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 1, 8, 52
"d:\Websites\nextblock-sandbox\apps\nextblock\app\.well-known\ucp\route.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"d:\Websites\nextblock-sandbox\apps\nextblock\app\ToasterProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 4, 18
"d:\Websites\nextblock-sandbox\apps\nextblock\app\[slug]\PageClientContent.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 33, 26, 195
"d:\Websites\nextblock-sandbox\apps\nextblock\app\[slug]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 201, 0, 0, 0, 0, 0, 6, 24, 231
"d:\Websites\nextblock-sandbox\apps\nextblock\app\[slug]\page.utils.ts", "TypeScript", 381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 59, 448
"d:\Websites\nextblock-sandbox\apps\nextblock\app\[slug]\pageClientActions.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"d:\Websites\nextblock-sandbox\apps\nextblock\app\actions.ts", "TypeScript", 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 40, 256
"d:\Websites\nextblock-sandbox\apps\nextblock\app\actions\consent.ts", "TypeScript", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 58
"d:\Websites\nextblock-sandbox\apps\nextblock\app\actions\email.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"d:\Websites\nextblock-sandbox\apps\nextblock\app\actions\feedback.ts", "TypeScript", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 54
"d:\Websites\nextblock-sandbox\apps\nextblock\app\actions\formActions.ts", "TypeScript", 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 23, 185
"d:\Websites\nextblock-sandbox\apps\nextblock\app\actions\languageActions.ts", "TypeScript", 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18, 131
"d:\Websites\nextblock-sandbox\apps\nextblock\app\actions\package-actions.ts", "TypeScript", 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 33, 189
"d:\Websites\nextblock-sandbox\apps\nextblock\app\actions\postActions.ts", "TypeScript", 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29, 179
"d:\Websites\nextblock-sandbox\apps\nextblock\app\actions\twoFactorEmail.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 22
"d:\Websites\nextblock-sandbox\apps\nextblock\app\actions\visualEditingActions.test.ts", "TypeScript", 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 180
"d:\Websites\nextblock-sandbox\apps\nextblock\app\actions\visualEditingActions.ts", "TypeScript", 299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 346
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\ai\cortex\build-widget\route.ts", "TypeScript", 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27, 154
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\ai\generate-blocks\route.ts", "TypeScript", 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 97
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\ai\global-agent\route.ts", "TypeScript", 831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 134, 966
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\checkout\freemius\sync\route.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\checkout\route.ts", "TypeScript", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 147
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\cms\full-backup\export\route.ts", "TypeScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\cms\full-backup\restore\route.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 64
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\cron\reset-sandbox\route.ts", "TypeScript", 2722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 505, 218, 3445
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\cron\reset-sandbox\sandboxResetSql.ts", "TypeScript", 7909, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 7914
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\cron\sync-currencies\route.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 40
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\custom-blocks\db-relations\route.ts", "TypeScript", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 93
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\custom-blocks\editor-definitions\route.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 44
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\draft\disable\route.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\draft\route.ts", "TypeScript", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19, 99
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\draft\start\route.ts", "TypeScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 80
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\media\library\route.ts", "TypeScript", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 70
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\media\r2-presigned\route.ts", "TypeScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 54
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\media\record\route.ts", "TypeScript", 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 161
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\process-image\route.ts", "TypeScript", 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 31, 230
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\revalidate-log\route.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\revalidate\route.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 13, 90
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\search\route.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 44
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\upload\presigned-url\route.ts", "TypeScript", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 119
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\upload\proxy\route.ts", "TypeScript", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 91
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\visual-editing\block-draft\route.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 48
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\visual-editing\product-draft\route.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 48
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\webhooks\freemius\route.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35
"d:\Websites\nextblock-sandbox\apps\nextblock\app\api\webhooks\stripe\route.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 28
"d:\Websites\nextblock-sandbox\apps\nextblock\app\article\[slug]\PostClientContent.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 359, 0, 0, 0, 0, 0, 16, 61, 436
"d:\Websites\nextblock-sandbox\apps\nextblock\app\article\[slug]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 203, 0, 0, 0, 0, 0, 9, 24, 236
"d:\Websites\nextblock-sandbox\apps\nextblock\app\article\[slug]\page.utils.ts", "TypeScript", 286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 39, 329
"d:\Websites\nextblock-sandbox\apps\nextblock\app\auth\callback\route.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cart\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 3, 8
"d:\Websites\nextblock-sandbox\apps\nextblock\app\checkout\UcpCartHydrator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 6, 21
"d:\Websites\nextblock-sandbox\apps\nextblock\app\checkout\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 6, 53
"d:\Websites\nextblock-sandbox\apps\nextblock\app\checkout\success\actions.ts", "TypeScript", 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 138
"d:\Websites\nextblock-sandbox\apps\nextblock\app\checkout\success\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 17, 187
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\CmsClientLayout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 430, 0, 0, 0, 0, 0, 8, 34, 472
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\actions.ts", "TypeScript", 515, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 93, 624
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\components\BackgroundSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 373, 0, 0, 0, 0, 0, 9, 28, 410
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\components\BlockEditorArea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 525, 0, 0, 0, 0, 0, 21, 61, 607
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\components\BlockEditorModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 281, 0, 0, 0, 0, 0, 14, 28, 323
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\components\BlockTypeCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 1, 5, 66
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\components\BlockTypeSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 217, 0, 0, 0, 0, 0, 8, 19, 244
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\components\ColumnEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 500, 0, 0, 0, 0, 0, 21, 39, 560
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\components\CustomBlockEditorPreview.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 6, 22, 161
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\components\DeleteBlockButtonClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 6, 47
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\components\EditableBlock.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 323, 0, 0, 0, 0, 0, 11, 25, 359
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\components\MediaLibraryModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 20, 203
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\components\SectionConfigPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 10, 18, 228
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\components\SortableBlockItem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 14, 6, 46
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\editors\ButtonBlockEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 1, 7, 103
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\editors\DynamicCustomBlockEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 5, 15, 168
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\editors\FeaturedProductBlockEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 1, 5, 32
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\editors\FormBlockEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 0, 0, 0, 0, 0, 1, 16, 182
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\editors\HeadingBlockEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 1, 9, 111
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\editors\ImageBlockEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 3, 17, 151
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\editors\PostsGridBlockEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 1, 10, 75
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\editors\ProductGridBlockEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 1, 5, 42
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\editors\SectionBlockEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 515, 0, 0, 0, 0, 0, 29, 54, 598
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\editors\TextBlockEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 4, 17, 162
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\blocks\editors\VideoEmbedBlockEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 1, 7, 64
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\components\ConfirmationModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 3, 51
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\components\ContentLanguageSwitcher.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 7, 15, 170
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\components\CopyContentFromLanguage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 3, 17, 203
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\components\CortexAiActiveContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 5, 24
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\components\CortexAiPageContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 12, 59
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\components\CortexGlobalAgentChat.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1308, 0, 0, 0, 0, 0, 10, 190, 1508
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\components\DraftStatusActions.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 1, 10, 146
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\components\FeatureImageField.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 225, 0, 0, 0, 0, 0, 0, 20, 245
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\components\FeedbackModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 11, 149
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\components\LanguageFilterSelect.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 1, 9, 70
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\coupons\[id]\edit\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\coupons\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\custom-blocks\[id]\edit\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 7, 67
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\custom-blocks\actions.ts", "TypeScript", 444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 520
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\custom-blocks\components\BlockComposer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1370, 0, 0, 0, 0, 0, 55, 98, 1523
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\custom-blocks\components\BlocksLibraryTransferControls.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 235, 0, 0, 0, 0, 0, 0, 22, 257
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\custom-blocks\components\DBRelationSelect.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 334, 0, 0, 0, 0, 0, 2, 49, 385
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\custom-blocks\components\ImageR2Picker.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 0, 0, 0, 0, 0, 3, 25, 222
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\custom-blocks\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 13
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\custom-blocks\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 414, 0, 0, 0, 0, 0, 7, 18, 439
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\dashboard\actions.ts", "TypeScript", 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 28, 229
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\dashboard\components\DashboardComponents.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 11, 201
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\dashboard\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 0, 0, 0, 0, 0, 5, 11, 211
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\import-export\ContentTransferControls.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 366, 0, 0, 0, 0, 0, 0, 26, 392
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\import-export\actions.ts", "TypeScript", 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 227
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 2, 4, 30
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\media\UploadFolderContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 7, 23
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\media\[id]\edit\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 7, 11, 81
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\media\actions.ts", "TypeScript", 394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 77, 511
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\media\components\DeleteMediaButtonClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 1, 7, 53
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\media\components\FolderNavigator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 0, 0, 0, 16, 22, 274
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\media\components\FolderTree.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 1, 12, 123
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\media\components\MediaEditForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 0, 0, 4, 16, 163
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\media\components\MediaGridClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 4, 20, 281
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\media\components\MediaImage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 1, 8, 70
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\media\components\MediaPickerDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 234, 0, 0, 0, 0, 0, 0, 31, 265
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\media\components\MediaUploadForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 317, 0, 0, 0, 0, 0, 21, 48, 386
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\media\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 10, 15, 121
"d:\Websites\nextblock-sandbox\apps\nextblock\app\cms\navigation\[id]\edit\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 6, 12, 102
